Reg_No,Make,Model_1,Model,Variant_1,Variant,Year,Transaction_Year,Sold_Price,Out_Kms,Ownership,City
788,MARUTI SUZUKI,800,800,AC,AC,2004,2014,98000,83822.03968,3,BANGALORE
307,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,341880,43827.5154,2,BANGALORE
308,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,365000,43827.5154,2,BANGALORE
789,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,105000,83865.84528,3,BANGALORE
790,MARUTI SUZUKI,Alto,Alto,LX,LX,2004,2014,107000,83865.84528,3,BANGALORE
411,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VDI,VDI,2008,2014,420000,77798.76797,2,BANGALORE
412,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VDI,VDI,2008,2014,449550,77798.76797,2,BANGALORE
197,MARUTI SUZUKI,Alto,Alto,VXI,VXI,2010,2014,400000,35876.79671,1,BANGALORE
198,MARUTI SUZUKI,Alto,Alto,VXI,VXI,2010,2014,427350,35876.79671,1,BANGALORE
89,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2014,255300,27882.27242,1,BANGALORE
90,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2011,2014,270000,27882.27242,1,BANGALORE
511,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,177000,59882.27242,2,BANGALORE
512,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,188700,59882.27242,2,BANGALORE
413,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2008,2014,325000,77831.62218,2,BANGALORE
414,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2008,2014,344100,77831.62218,2,BANGALORE
309,MARUTI SUZUKI,800,800,AC,AC,2009,2014,125000,43893.22382,2,BANGALORE
310,MARUTI SUZUKI,800,800,AC,AC,2009,2014,130000,43893.22382,2,BANGALORE
311,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,360750,43893.22382,2,BANGALORE
312,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,368000,43893.22382,2,BANGALORE
91,MARUTI SUZUKI,Alto,Alto,VXI,VXI,2011,2014,270000,27904.17522,1,BANGALORE
92,MARUTI SUZUKI,Alto,Alto,VXI,VXI,2011,2014,271950,27904.17522,1,BANGALORE
701,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,120000,75937.02943,2,BANGALORE
702,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,135000,75937.02943,2,BANGALORE
605,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,163000,67942.50514,2,BANGALORE
606,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,175380,67942.50514,2,BANGALORE
791,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2004,2014,105000,83953.45656,3,BANGALORE
792,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2004,2014,110000,83953.45656,3,BANGALORE
313,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,227000,44002.73785,2,BANGALORE
314,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,233100,44002.73785,2,BANGALORE
199,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VDI,VDI,2010,2014,520000,54045.17454,1,BANGALORE
200,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VDI,VDI,2010,2014,521700,54045.17454,1,BANGALORE
793,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2004,2014,137500,84041.06776,3,BANGALORE
794,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2004,2014,140000,84041.06776,3,BANGALORE
KA03MF6008,MARUTI SUZUKI,Esteem,Esteem,LXI,LXI,2006,2014,155400,99998,2,BANGALORE
KA03MF6008,MARUTI SUZUKI,Esteem,Esteem,LXI,LXI,2006,2014,115000,99998,2,BANGALORE
201,MARUTI SUZUKI,800,800,STD,STD,2010,2014,130000,36665.29774,1,BANGALORE
202,MARUTI SUZUKI,800,800,STD,STD,2010,2014,148000,36665.29774,1,BANGALORE
315,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2009,2014,390000,44725.53046,2,BANGALORE
316,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2009,2014,410700,44725.53046,2,BANGALORE
703,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2005,2014,177600,76769.33607,2,BANGALORE
704,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2005,2014,182500,76769.33607,2,BANGALORE
851,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2003,2014,137500,92780.28744,3,BANGALORE
852,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2003,2014,140000,92780.28744,3,BANGALORE
853,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,129000,92802.19032,3,BANGALORE
854,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,132000,92802.19032,3,BANGALORE
415,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,193000,52807.66598,2,BANGALORE
416,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,197580,52807.66598,2,BANGALORE
417,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,206460,52807.66598,2,BANGALORE
418,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,212000,52807.66598,2,BANGALORE
705,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,227000,7.68E+04,2,BANGALORE
706,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,240870,76813.14168,2,BANGALORE
607,MARUTI SUZUKI,800,800,AC,AC,2006,2014,106000,68818.61738,2,BANGALORE
608,MARUTI SUZUKI,800,800,AC,AC,2006,2014,115000,68818.61738,2,BANGALORE
609,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2014,225000,68818.61738,2,BANGALORE
610,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2014,238650,68818.61738,2,BANGALORE
513,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,285270,60824.09309,2,BANGALORE
514,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2007,2014,290000,60824.09309,2,BANGALORE
203,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2010,2014,269730,36862.423,1,BANGALORE
204,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2010,2014,280000,36862.423,1,BANGALORE
KA40M2887,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2014,457875,69693,1,BANGALORE
KA40M2887,MARUTI SUZUKI,Ritz,Ritz,VDI,VDI,2011,2014,330000,69693,1,BANGALORE
419,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2008,2014,351870,52939.08282,2,BANGALORE
420,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2008,2014,390000,52939.08282,2,BANGALORE
707,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,135000,76966.46133,2,BANGALORE
708,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,145000,76966.46133,2,BANGALORE
421,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2008,2014,399600,52982.88843,2,BANGALORE
422,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2008,2014,405000,52982.88843,2,BANGALORE
515,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2007,2014,221500,60999.31554,2,BANGALORE
516,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2007,2014,222000,60999.31554,2,BANGALORE
317,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,175000,45010.26694,2,BANGALORE
318,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,190920,45010.26694,2,BANGALORE
709,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2014,131000,77010.26694,2,BANGALORE
710,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2014,141000,77010.26694,2,BANGALORE
885,MARUTI SUZUKI,800,800,STD,STD,2002,2014,38000,101037.6454,3,BANGALORE
886,MARUTI SUZUKI,800,800,STD,STD,2002,2014,45000,101037.6454,3,BANGALORE
611,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,127000,69081.45106,2,BANGALORE
612,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,135000,69081.45106,2,BANGALORE
855,TATA,INDICA EV2,INDICA EV2,L,L,2003,2014,65000,93086.9268,3,BANGALORE
856,TATA,INDICA EV2,INDICA EV2,L,L,2003,2014,80000,93086.9268,3,BANGALORE
711,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,130000,77097.87817,2,BANGALORE
712,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2005,2014,130000,77097.87817,2,BANGALORE
205,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,460000,37103.35386,1,BANGALORE
206,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,471750,37103.35386,1,BANGALORE
613,HYUNDAI,SANTRO XING,SANTRO XING,XG,XG,2006,2014,135000,69103.35386,2,BANGALORE
614,HYUNDAI,SANTRO XING,SANTRO XING,XG,XG,2006,2014,140000,69103.35386,2,BANGALORE
93,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2011,2014,299700,29108.82957,1,BANGALORE
94,MARUTI SUZUKI,Alto K10,Alto K10,LXI,LXI,2011,2014,300000,29108.82957,1,BANGALORE
517,MARUTI SUZUKI,800,800,STD,STD,2007,2014,100000,61108.82957,2,BANGALORE
518,MARUTI SUZUKI,800,800,AC,AC,2007,2014,108000,61108.82957,2,BANGALORE
519,MARUTI SUZUKI,800,800,STD,STD,2007,2014,110000,61108.82957,2,BANGALORE
520,MARUTI SUZUKI,800,800,AC,AC,2007,2014,120000,61108.82957,2,BANGALORE
319,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,235000,45119.78097,2,BANGALORE
320,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,238650,45119.78097,2,BANGALORE
911,MARUTI SUZUKI,Zen,Zen,LX,LX,2001,2014,105000,109163.5866,3,BANGALORE
912,MARUTI SUZUKI,Zen,Zen,LX,LX,2001,2014,118000,109163.5866,3,BANGALORE
521,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2007,2014,150000,61174.53798,2,BANGALORE
522,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2007,2014,155400,61174.53798,2,BANGALORE
795,MARUTI SUZUKI,Alto,Alto,STD,STD,2004,2014,100000,85180.01368,3,BANGALORE
796,MARUTI SUZUKI,Alto,Alto,STD,STD,2004,2014,110000,85180.01368,3,BANGALORE
321,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,335000,45185.48939,2,BANGALORE
322,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2009,2014,360750,45185.48939,2,BANGALORE
323,HYUNDAI,Verna,Verna,VGT CRDI,VGT CRDI,2009,2014,400000,67778.23409,2,BANGALORE
324,HYUNDAI,Verna,Verna,VGT CRDI,VGT CRDI,2009,2014,432900,67778.23409,2,BANGALORE
207,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2010,2014,421800,37190.9651,1,BANGALORE
208,MARUTI SUZUKI,Swift Dzire,Swift Dzire,VXI,VXI,2010,2014,455000,37190.9651,1,BANGALORE
615,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2006,2014,175000,69190.9651,2,BANGALORE
616,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2006,2014,183150,69190.9651,2,BANGALORE
523,HYUNDAI,Getz,Getz,GLE,GLE,2007,2014,148000,61196.44079,2,BANGALORE
524,HYUNDAI,Getz,Getz,GLE,GLE,2007,2014,158730,61196.44079,2,BANGALORE
857,HYUNDAI,SANTRO XING,SANTRO XING,XP,XP,2003,2014,115000,93196.4408,3,BANGALORE
858,HYUNDAI,SANTRO XING,SANTRO XING,XP,XP,2003,2014,118000,93196.4408,3,BANGALORE
797,TATA,INDICA V2,INDICA V2,DL,DL,2004,2014,105000,127835.7289,3,BANGALORE
798,TATA,INDICA V2,INDICA V2,DL,DL,2004,2014,110000,127835.7289,3,BANGALORE
325,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,255000,45229.295,2,BANGALORE
326,MARUTI SUZUKI,Ritz,Ritz,VXI ABS,VXI ABS,2009,2014,260850,45229.295,2,BANGALORE
713,FORD,Ikon,Ikon,1.3 FLAIR,1.3 FLAIR,2005,2014,102500,77229.295,2,BANGALORE
714,FORD,Ikon,Ikon,1.3 FLAIR,1.3 FLAIR,2005,2014,112000,77229.295,2,BANGALORE
209,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2010,2014,271950,37234.7707,1,BANGALORE
210,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2010,2014,300000,37234.7707,1,BANGALORE
617,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2014,255000,69234.7707,2,BANGALORE
618,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2006,2014,268620,69234.7707,2,BANGALORE
859,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2003,2014,120000,93240.2464,3,BANGALORE
860,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2003,2014,120000,93240.2464,3,BANGALORE
27,MARUTI SUZUKI,Wagon R 1.0,Wagon R,LXI,LXI,2012,2014,378510,21245.72211,1,BANGALORE
28,MARUTI SUZUKI,Wagon R 1.0,Wagon R,LXI,LXI,2012,2014,380000,21245.72211,1,BANGALORE
423,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,160950,53245.72211,2,BANGALORE
424,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,185000,53245.72211,2,BANGALORE
KA16MA6336,MARUTI SUZUKI,Zen,Zen,LX,LX,2003,2014,125000,106355,4,BANGALORE
KA16MA6336,MARUTI SUZUKI,Zen,Zen,LX,LX,2003,2014,90000,106355,4,BANGALORE
29,HONDA,Brio,Brio,S MT,S MT,2012,2014,415000,21289.52772,1,BANGALORE
30,HONDA,Brio,Brio,S MT,S MT,2012,2014,416250,21289.52772,1,BANGALORE
425,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,178000,53289.52772,2,BANGALORE
426,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,188700,53289.52772,2,BANGALORE
799,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2004,2014,125000,85311.43056,3,BANGALORE
800,MARUTI SUZUKI,Zen,Zen,LXI,LXI,2004,2014,140000,85311.43056,3,BANGALORE
715,MARUTI SUZUKI,Alto,Alto,LX,LX,2005,2014,135000,77316.90623,2,BANGALORE
716,MARUTI SUZUKI,Alto,Alto,LX,LX,2005,2014,144000,77316.90623,2,BANGALORE
211,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,205350,37322.38193,1,BANGALORE
212,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,215000,37322.38193,1,BANGALORE
95,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,299700,29327.85763,1,BANGALORE
96,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,310000,29327.85763,1,BANGALORE
327,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,140000,45338.80903,2,BANGALORE
328,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2009,2014,145000,45338.80903,2,BANGALORE
619,MARUTI SUZUKI,Baleno,Baleno,LXI,LXI,2006,2014,143000,69344.28474,2,BANGALORE
620,MARUTI SUZUKI,Baleno,Baleno,LXI,LXI,2006,2014,150000,69344.28474,2,BANGALORE
801,MARUTI SUZUKI,800,800,STD,STD,2004,2014,100000,8.54E+04,3,BANGALORE
802,MARUTI SUZUKI,800,800,STD,STD,2004,2014,107000,85355.23616,3,BANGALORE
621,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,120000,69366.18754,2,BANGALORE
622,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,125000,69366.18754,2,BANGALORE
861,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2003,2014,140000,93371.66328,3,BANGALORE
862,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2003,2014,150000,93371.66328,3,BANGALORE
213,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,205000,37388.09035,1,BANGALORE
214,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,219225,37388.09035,1,BANGALORE
623,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,178710,69388.09035,2,BANGALORE
624,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2006,2014,180100,69388.09035,2,BANGALORE
97,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2014,257000,29393.56605,1,BANGALORE
98,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2011,2014,274170,29393.56605,1,BANGALORE
99,HYUNDAI,i10,i10,Sportz 1.2,Sportz 1.2,2011,2014,295000,29393.56605,1,BANGALORE
100,HYUNDAI,i10,i10,Sportz 1.2,Sportz 1.2,2011,2014,305250,29393.56605,1,BANGALORE
525,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,117000,61393.56605,2,BANGALORE
526,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,140000,61393.56605,2,BANGALORE
863,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,125000,93393.56608,3,BANGALORE
864,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2003,2014,130000,93393.56608,3,BANGALORE
717,MARUTI SUZUKI,800,800,AC,AC,2005,2014,95000,77404.51746,2,BANGALORE
718,MARUTI SUZUKI,800,800,AC,AC,2005,2014,105000,77404.51746,2,BANGALORE
625,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2006,2014,155000,69409.99315,2,BANGALORE
626,MARUTI SUZUKI,Esteem,Esteem,VXI,VXI,2006,2014,155400,69409.99315,2,BANGALORE
627,HONDA,Civic,Civic,1.8S MT,1.8S MT,2006,2014,288000,69409.99315,2,BANGALORE
628,HONDA,Civic,Civic,1.8S MT,1.8S MT,2006,2014,310800,69409.99315,2,BANGALORE
427,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2008,2014,215000,53442.84737,2,BANGALORE
428,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2008,2014,233100,53442.84737,2,BANGALORE
719,MARUTI SUZUKI,800,800,AC,AC,2005,2014,113500,77470.22587,2,BANGALORE
720,MARUTI SUZUKI,800,800,AC,AC,2005,2014,115000,77470.22587,2,BANGALORE
629,MARUTI SUZUKI,800,800,STD,STD,2006,2014,95000,69475.70158,2,BANGALORE
630,MARUTI SUZUKI,800,800,STD,STD,2006,2014,105000,69475.70158,2,BANGALORE
803,FIAT,Palio,Palio,1.6 GTX,1.6 GTX,2004,2014,45000,85486.65296,3,BANGALORE
804,FIAT,Palio,Palio,1.6 GTX,1.6 GTX,2004,2014,50000,85486.65296,3,BANGALORE
721,HYUNDAI,Getz,Getz,GLS,GLS,2005,2014,115000,7.75E+04,2,BANGALORE
722,HYUNDAI,Getz,Getz,GLS,GLS,2005,2014,115000,77492.12868,2,BANGALORE
101,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,279720,29503.08008,1,BANGALORE
102,MARUTI SUZUKI,Alto K10,Alto K10,VXI,VXI,2011,2014,305000,29503.08008,1,BANGALORE
215,HYUNDAI,i10,i10,Asta 1.2,Asta 1.2,2010,2014,193000,37519.50718,1,BANGALORE
216,HYUNDAI,i10,i10,Asta 1.2,Asta 1.2,2010,2014,208680,37519.50718,1,BANGALORE
217,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,391830,37519.50718,1,BANGALORE
218,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,441000,37519.50718,1,BANGALORE
723,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,196500,77535.93429,2,BANGALORE
724,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,205350,77535.93429,2,BANGALORE
329,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2014,290000,45579.7399,2,BANGALORE
330,MARUTI SUZUKI,Swift,Swift,LXI,LXI,2009,2014,305250,45579.7399,2,BANGALORE
725,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2014,147000,77579.7399,2,BANGALORE
726,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2005,2014,162000,77579.7399,2,BANGALORE
219,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,255300,37607.11842,1,BANGALORE
220,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,260000,37607.11842,1,BANGALORE
331,MARUTI SUZUKI,SX4,SX4,VXI,VXI,2009,2014,338550,45623.54552,2,BANGALORE
332,MARUTI SUZUKI,SX4,SX4,VXI,VXI,2009,2014,340000,45623.54552,2,BANGALORE
221,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,360750,37629.02122,1,BANGALORE
222,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2010,2014,380000,56443.53182,1,BANGALORE
223,MARUTI SUZUKI,Swift,Swift,VDI,VDI,2010,2014,416250,56443.53182,1,BANGALORE
224,MARUTI SUZUKI,SX4,SX4,ZXI,ZXI,2010,2014,445000,37629.02122,1,BANGALORE
805,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2004,2014,175000,85639.97264,3,BANGALORE
806,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2004,2014,177600,85639.97264,3,BANGALORE
429,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2008,2014,185000,53683.77823,2,BANGALORE
430,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2008,2014,188700,53683.77823,2,BANGALORE
959,MARUTI SUZUKI,800,800,AC,AC,1996,2014,42000,149683.7782,4,BANGALORE
960,MARUTI SUZUKI,800,800,AC,AC,1996,2014,55000,149683.7782,4,BANGALORE
631,TATA,INDICAB,INDICAB,DLE,DLE,2006,2014,64000,104542.0945,2,BANGALORE
632,TATA,INDICAB,INDICAB,DLE,DLE,2006,2014,75000,104542.0945,2,BANGALORE
431,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,216450,53727.58385,2,BANGALORE
432,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2008,2014,220000,53727.58385,2,BANGALORE
727,MARUTI SUZUKI,Versa,Versa,DX,DX,2005,2014,140000,116599.5893,2,BANGALORE
728,MARUTI SUZUKI,Versa,Versa,DX,DX,2005,2014,150000,116599.5893,2,BANGALORE
633,MARUTI SUZUKI,800,800,AC,AC,2006,2014,92000,69738.53525,2,BANGALORE
634,MARUTI SUZUKI,800,800,AC,AC,2006,2014,105000,69738.53525,2,BANGALORE
527,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2007,2014,150000,61787.81656,2,BANGALORE
528,MARUTI SUZUKI,Wagon R,Wagon R,LXI,LXI,2007,2014,155400,61787.81656,2,BANGALORE
865,MARUTI SUZUKI,Wagon R 1.0,Wagon R,VXI,VXI,2003,2014,135000,9.38E+04,3,BANGALORE
866,MARUTI SUZUKI,Wagon R 1.0,Wagon R,VXI,VXI,2003,2014,135000,93787.81656,3,BANGALORE
807,HYUNDAI,Getz,Getz,GLS,GLS,2004,2014,130000,85793.29224,3,BANGALORE
808,HYUNDAI,Getz,Getz,GLS,GLS,2004,2014,180000,85793.29224,3,BANGALORE
635,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,100000,69804.24367,2,BANGALORE
636,MARUTI SUZUKI,Alto,Alto,LX,LX,2006,2014,105000,69804.24367,2,BANGALORE
103,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2014,583000,44714.57905,1,BANGALORE
104,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2014,588300,44714.57905,1,BANGALORE
809,HYUNDAI,Accent Viva,Accent Viva,BASE,BASE,2004,2014,115000,85815.19504,3,BANGALORE
810,HYUNDAI,Accent Viva,Accent Viva,BASE,BASE,2004,2014,125000,85815.19504,3,BANGALORE
917,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2000,2014,87000,117815.195,3,BANGALORE
918,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2000,2014,100000,117815.195,3,BANGALORE
433,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2008,2014,168720,53815.19507,2,BANGALORE
434,MARUTI SUZUKI,Zen,Zen,VXI,VXI,2008,2014,190000,53815.19507,2,BANGALORE
435,MARUTI SUZUKI,Swift Dzire,Swift Dzire,ZDI,ZDI,2008,2014,390000,80722.79261,2,BANGALORE
436,MARUTI SUZUKI,Swift Dzire,Swift Dzire,ZDI,ZDI,2008,2014,421800,80722.79261,2,BANGALORE
637,MARUTI SUZUKI,800,800,AC,AC,2006,2014,120000,69826.14647,2,BANGALORE
638,MARUTI SUZUKI,800,800,AC,AC,2006,2014,122000,69826.14647,2,BANGALORE
811,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2004,2014,152000,85837.09784,3,BANGALORE
812,HYUNDAI,SANTRO XING,SANTRO XING,GLS,GLS,2004,2014,157620,85837.09784,3,BANGALORE
31,TATA,Nano,Nano,CX,CX,2012,2014,57500,21837.09788,1,BANGALORE
32,TATA,Nano,Nano,CX,CX,2012,2014,65000,21837.09788,1,BANGALORE
15,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2013,2014,375000,13864.47638,1,BANGALORE
16,MARUTI SUZUKI,Wagon R,Wagon R,VXI,VXI,2013,2014,385170,13864.47638,1,BANGALORE
225,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,210000,37869.95209,1,BANGALORE
226,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2010,2014,223110,37869.95209,1,BANGALORE
105,MARUTI SUZUKI,Ritz,Ritz,ZXI,ZXI,2011,2014,412920,44813.14169,1,BANGALORE
106,MARUTI SUZUKI,Ritz,Ritz,ZXI,ZXI,2011,2014,460000,44813.14169,1,BANGALORE
107,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2014,566100,44813.14169,1,BANGALORE
108,MARUTI SUZUKI,SX4,SX4,ZDI,ZDI,2011,2014,615000,44813.14169,1,BANGALORE
529,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,203500,61875.42779,2,BANGALORE
530,MARUTI SUZUKI,Alto,Alto,LXI,LXI,2007,2014,205350,61875.42779,2,BANGALORE
437,MARUTI SUZUKI,Swift Dzire,Swift Dzire,ZDI,ZDI,2008,2014,466200,80821.35523,2,BANGALORE
438,MARUTI SUZUKI,Swift Dzire,Swift Dzire,ZDI,ZDI,2008,2014,468000,80821.35523,2,BANGALORE
729,FORD,Ikon,Ikon,1.6 Exi Nxt,1.6 Exi Nxt,2005,2014,90000,77886.37919,2,BANGALORE
730,FORD,Ikon,Ikon,1.6 Exi Nxt,1.6 Exi Nxt,2005,2014,100000,77886.37919,2,BANGALORE
731,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,225000,77886.37919,2,BANGALORE
732,MARUTI SUZUKI,Swift,Swift,VXI,VXI,2005,2014,235320,77886.37919,2,BANGALORE
227,HYUNDAI,i10,i10,Sportz 1.2,Sportz 1.2,2010,2014,275000,37891.8549,1,BANGALORE
228,HYUNDAI,i10,i10,Sportz 1.2,Sportz 1.2,2010,2014,294150,37891.8549,1,BANGALORE
